DLC info of: /content/model-opset-17.dlc
Model Version: 
Model Copyright:
"Converter command: qairt-converter; validate_models=False; user_custom_io=[]; use_onnx_relay=False; unroll_gru_time_steps=True; signature_name=; quantization_overrides=; pytorch_custom_op_lib=; prepare_inputs_as_params=False; perform_axes_to_spatial_first_order=True; unroll_lstm_time_steps=True; packed_max_seq=1; packed_masked_softmax_inputs=[]; output_layout=[]; show_unconsumed_nodes=False; out_names=[]; no_static_tensor_validation=False; no_simplification=False; no_optimization=False; multi_time_steps_gru=False; match_caffe_ssd_to_tf=False; lora_weight_list=None; preserve_onnx_output_order=False; perform_layout_transformation=False; dump_relay=None; keep_quant_nodes=False; keep_disconnected_nodes=False; input_dtype=[['x', 'float32'], ['prompt', 'int32']]; disable_preserve_io=False; handle_gather_negative_indices=True; converter_op_package_lib=; gguf_config=None; tf_summary=False; copyright_file=None; force_prune_cast_ops=False; use_convert_quantization_nodes=False; preserve_io_datatype=[]; package_name=None; dry_run=None; defer_loading=False; desired_io_layout=[]; input_type=[]; float_bitwidth=32; io_config=; model_version=None; float_bias_bitwidth=0; extract_color_transform=True; expand_sparse_op_structure=False; expand_lstm_op_structure=False; input_layout=[]; saved_model_signature_key=serving_default; expand_gru_op_structure=True; enable_match_gathernd=False; enable_framework_trace=False; input_encoding=[]; dump_io_config_template=; onnx_summary=False; disable_match_lstms=False; soc_model=; keep_int64_inputs=False; disable_batchnorm_folding=False; preserve_io=[['layout']]; multi_time_steps_lstm=False; debug=-1; batch=None; custom_op_config_paths=None; preprocess_roi_pool_inputs=True; backend=; saved_model_tag=serve; dump_custom_io_config_template=; dumpIR=False; align_matmul_ranks=True; dump_value_info=False; squash_box_decoder=True; define_symbol=None; inject_cast_for_gather=True; dump_inferred_model=False; enable_tensor_deduplication=False; perform_sequence_construct_optimizer=False; adjust_nms_features_dims=True; partial_graph_input_name=None; disable_qnn_op_config_validation=False; apply_masked_softmax=uncompressed; input_dim=[['x', '1,83,560'], ['prompt', '1,4']]; dump_exported_onnx=False"
Quantizer command: N/A
DLC created with converter version: 2.32.6.250402152434_116405
Info of graph: model-opset-17
Id,Name,Type,Inputs,Outputs,Out Dims,Runtimes,Parameters
,,,,,,,"shape: [1, 87, 512]"
2193,/encoder/tp_encoders.7/self_attn/Add_1,Eltwise_Binary,"/encoder/tp_encoders.7/self_attn/linear_out/Add_output_0 (data type: Float_32; tensor dimension: [1,87,512]; tensor type: NATIVE)","/encoder/tp_encoders.7/self_attn/Add_1_output_0 (data type: Float_32; tensor dimension: [1,87,512]; tensor type: NATIVE)",1x87x512,A D G C,operation: 0
,,,"/encoder/tp_encoders.7/self_attn/Add_output_0 (data type: Float_32; tensor dimension: [1,87,512]; tensor type: NATIVE)",,,,packageName: qti.aisw
2194,/encoder/tp_encoders.7/Add,Eltwise_Binary,"/encoder/tp_encoders.6/Add_1_output_0 (data type: Float_32; tensor dimension: [1,87,512]; tensor type: NATIVE)","/encoder/tp_encoders.7/Add_output_0 (data type: Float_32; tensor dimension: [1,87,512]; tensor type: NATIVE)",1x87x512,A D G C,operation: 0
,,,"/encoder/tp_encoders.7/self_attn/Add_1_output_0 (data type: Float_32; tensor dimension: [1,87,512]; tensor type: NATIVE)",,,,packageName: qti.aisw
2195,/encoder/tp_encoders.7/norm2/LayerNormalization,LayerNorm,"/encoder/tp_encoders.7/Add_output_0 (data type: Float_32; tensor dimension: [1,87,512]; tensor type: NATIVE)","/encoder/tp_encoders.7/norm2/LayerNormalization_output_0 (data type: Float_32; tensor dimension: [1,87,512]; tensor type: NATIVE)",1x87x512,A D G C,axes: [2]
,,,onnx::LayerNormalization_10245 (data type: Float_32; tensor dimension: [512]; tensor type: STATIC),,,,epsilon: 1e-05
,,,onnx::LayerNormalization_10246 (data type: Float_32; tensor dimension: [512]; tensor type: STATIC),,,,packageName: qti.aisw
,,,,,,,MACs per inference: 222k (0.0848%)
2196,/encoder/tp_encoders.7/feed_forward/w_1/MatMul_pre_reshape,Reshape,"/encoder/tp_encoders.7/norm2/LayerNormalization_output_0 (data type: Float_32; tensor dimension: [1,87,512]; tensor type: NATIVE)","/encoder/tp_encoders.7/feed_forward/w_1/MatMul_pre_reshape (data type: Float_32; tensor dimension: [87,512]; tensor type: NATIVE)",87x512,A D G C,packageName: qti.aisw
,,,,,,,"shape: [87, 512]"
2197,/encoder/tp_encoders.7/feed_forward/w_1/MatMul,FullyConnected,"/encoder/tp_encoders.7/feed_forward/w_1/MatMul_pre_reshape (data type: Float_32; tensor dimension: [87,512]; tensor type: NATIVE)","/encoder/tp_encoders.7/feed_forward/w_1/Add_output_0_fc (data type: Float_32; tensor dimension: [87,2048]; tensor type: NATIVE)",87x2048,A D G C,bias_op_name: encoder.tp_encoders.7.feed_forward.w_1.bias
,,,"onnx::MatMul_10247 (data type: Float_32; tensor dimension: [2048,512]; tensor type: STATIC)",,,,packageName: qti.aisw
,,,encoder.tp_encoders.7.feed_forward.w_1.bias (data type: Float_32; tensor dimension: [2048]; tensor type: STATIC),,,,param count: 1M (0.454%)
,,,,,,,MACs per inference: 1M (0.399%)
2198,/encoder/tp_encoders.7/feed_forward/w_1/MatMul_post_reshape,Reshape,"/encoder/tp_encoders.7/feed_forward/w_1/Add_output_0_fc (data type: Float_32; tensor dimension: [87,2048]; tensor type: NATIVE)","/encoder/tp_encoders.7/feed_forward/w_1/Add_output_0 (data type: Float_32; tensor dimension: [1,87,2048]; tensor type: NATIVE)",1x87x2048,A D G C,packageName: qti.aisw
,,,,,,,"shape: [1, 87, 2048]"
2199,/encoder/tp_encoders.7/feed_forward/activation/Relu,ElementWiseNeuron,"/encoder/tp_encoders.7/feed_forward/w_1/Add_output_0 (data type: Float_32; tensor dimension: [1,87,2048]; tensor type: NATIVE)","/encoder/tp_encoders.7/feed_forward/activation/Relu_output_0 (data type: Float_32; tensor dimension: [1,87,2048]; tensor type: NATIVE)",1x87x2048,A D G C,operation: 4
,,,,,,,packageName: qti.aisw
2200,/encoder/tp_encoders.7/feed_forward/w_2/MatMul_pre_reshape,Reshape,"/encoder/tp_encoders.7/feed_forward/activation/Relu_output_0 (data type: Float_32; tensor dimension: [1,87,2048]; tensor type: NATIVE)","/encoder/tp_encoders.7/feed_forward/w_2/MatMul_pre_reshape (data type: Float_32; tensor dimension: [87,2048]; tensor type: NATIVE)",87x2048,A D G C,packageName: qti.aisw
,,,,,,,"shape: [87, 2048]"
2201,/encoder/tp_encoders.7/feed_forward/w_2/MatMul,FullyConnected,"/encoder/tp_encoders.7/feed_forward/w_2/MatMul_pre_reshape (data type: Float_32; tensor dimension: [87,2048]; tensor type: NATIVE)","/encoder/tp_encoders.7/feed_forward/w_2/Add_output_0_fc (data type: Float_32; tensor dimension: [87,512]; tensor type: NATIVE)",87x512,A D G C,bias_op_name: encoder.tp_encoders.7.feed_forward.w_2.bias
,,,"onnx::MatMul_10248 (data type: Float_32; tensor dimension: [512,2048]; tensor type: STATIC)",,,,packageName: qti.aisw
,,,encoder.tp_encoders.7.feed_forward.w_2.bias (data type: Float_32; tensor dimension: [512]; tensor type: STATIC),,,,param count: 1M (0.453%)
,,,,,,,MACs per inference: 1M (0.399%)
2202,/encoder/tp_encoders.7/feed_forward/w_2/MatMul_post_reshape,Reshape,"/encoder/tp_encoders.7/feed_forward/w_2/Add_output_0_fc (data type: Float_32; tensor dimension: [87,512]; tensor type: NATIVE)","/encoder/tp_encoders.7/feed_forward/w_2/Add_output_0 (data type: Float_32; tensor dimension: [1,87,512]; tensor type: NATIVE)",1x87x512,A D G C,packageName: qti.aisw
,,,,,,,"shape: [1, 87, 512]"
2203,/encoder/tp_encoders.7/Add_1,Eltwise_Binary,"/encoder/tp_encoders.7/Add_output_0 (data type: Float_32; tensor dimension: [1,87,512]; tensor type: NATIVE)","/encoder/tp_encoders.7/Add_1_output_0 (data type: Float_32; tensor dimension: [1,87,512]; tensor type: NATIVE)",1x87x512,A D G C,operation: 0
,,,"/encoder/tp_encoders.7/feed_forward/w_2/Add_output_0 (data type: Float_32; tensor dimension: [1,87,512]; tensor type: NATIVE)",,,,packageName: qti.aisw
2204,/encoder/tp_encoders.8/norm1/LayerNormalization,LayerNorm,"/encoder/tp_encoders.7/Add_1_output_0 (data type: Float_32; tensor dimension: [1,87,512]; tensor type: NATIVE)","/encoder/tp_encoders.8/norm1/LayerNormalization_output_0 (data type: Float_32; tensor dimension: [1,87,512]; tensor type: NATIVE)",1x87x512,A D G C,axes: [2]
,,,onnx::LayerNormalization_10249 (data type: Float_32; tensor dimension: [512]; tensor type: STATIC),,,,epsilon: 1e-05
,,,onnx::LayerNormalization_10250 (data type: Float_32; tensor dimension: [512]; tensor type: STATIC),,,,packageName: qti.aisw
,,,,,,,MACs per inference: 222k (0.0848%)
2205,/encoder/tp_encoders.8/self_attn/linear_q_k_v/MatMul_pre_reshape,Reshape,"/encoder/tp_encoders.8/norm1/LayerNormalization_output_0 (data type: Float_32; tensor dimension: [1,87,512]; tensor type: NATIVE)","/encoder/tp_encoders.8/self_attn/linear_q_k_v/MatMul_pre_reshape (data type: Float_32; tensor dimension: [87,512]; tensor type: NATIVE)",87x512,A D G C,packageName: qti.aisw
,,,,,,,"shape: [87, 512]"
2206,/encoder/tp_encoders.8/self_attn/linear_q_k_v/MatMul,FullyConnected,"/encoder/tp_encoders.8/self_attn/linear_q_k_v/MatMul_pre_reshape (data type: Float_32; tensor dimension: [87,512]; tensor type: NATIVE)","/encoder/tp_encoders.8/self_attn/linear_q_k_v/Add_output_0_fc (data type: Float_32; tensor dimension: [87,1536]; tensor type: NATIVE)",87x1536,A D G C,bias_op_name: encoder.tp_encoders.8.self_attn.linear_q_k_v.bias
,,,"onnx::MatMul_10251 (data type: Float_32; tensor dimension: [1536,512]; tensor type: STATIC)",,,,packageName: qti.aisw
,,,encoder.tp_encoders.8.self_attn.linear_q_k_v.bias (data type: Float_32; tensor dimension: [1536]; tensor type: STATIC),,,,param count: 787k (0.341%)
,,,,,,,MACs per inference: 786k (0.299%)
2207,/encoder/tp_encoders.8/self_attn/linear_q_k_v/MatMul_post_reshape,Reshape,"/encoder/tp_encoders.8/self_attn/linear_q_k_v/Add_output_0_fc (data type: Float_32; tensor dimension: [87,1536]; tensor type: NATIVE)","/encoder/tp_encoders.8/self_attn/linear_q_k_v/Add_output_0 (data type: Float_32; tensor dimension: [1,87,1536]; tensor type: NATIVE)",1x87x1536,A D G C,packageName: qti.aisw
,,,,,,,"shape: [1, 87, 1536]"
2208,/encoder/tp_encoders.8/self_attn/Split,Split,"/encoder/tp_encoders.8/self_attn/linear_q_k_v/Add_output_0 (data type: Float_32; tensor dimension: [1,87,1536]; tensor type: NATIVE)","/encoder/tp_encoders.8/self_attn/Split_output_0 (data type: Float_32; tensor dimension: [1,87,512]; tensor type: NATIVE)",1x87x512,A D G C,axis: 2
,,,,"/encoder/tp_encoders.8/self_attn/Split_output_1 (data type: Float_32; tensor dimension: [1,87,512]; tensor type: NATIVE)",1x87x512,,packageName: qti.aisw
,,,,"/encoder/tp_encoders.8/self_attn/Split_output_2 (data type: Float_32; tensor dimension: [1,87,512]; tensor type: NATIVE)",1x87x512,,"split_index: [512, 1024]"
2209,/encoder/tp_encoders.8/self_attn/Reshape,Reshape,"/encoder/tp_encoders.8/self_attn/Split_output_0 (data type: Float_32; tensor dimension: [1,87,512]; tensor type: NATIVE)","/encoder/tp_encoders.8/self_attn/Reshape_output_0 (data type: Float_32; tensor dimension: [1,87,4,128]; tensor type: NATIVE)",1x87x4x128,A D G C,packageName: qti.aisw
,,,,,,,"shape: [1, 87, 4, 128]"
2210,/encoder/tp_encoders.8/self_attn/Transpose,Transpose,"/encoder/tp_encoders.8/self_attn/Reshape_output_0 (data type: Float_32; tensor dimension: [1,87,4,128]; tensor type: NATIVE)","/encoder/tp_encoders.8/self_attn/Transpose_output_0 (data type: Float_32; tensor dimension: [1,4,87,128]; tensor type: NATIVE)",1x4x87x128,A D G C,packageName: qti.aisw
,,,,,,,"perm: [0, 2, 1, 3]"
2211,/encoder/tp_encoders.8/self_attn/Reshape_1,Reshape,"/encoder/tp_encoders.8/self_attn/Split_output_1 (data type: Float_32; tensor dimension: [1,87,512]; tensor type: NATIVE)","/encoder/tp_encoders.8/self_attn/Reshape_1_output_0 (data type: Float_32; tensor dimension: [1,87,4,128]; tensor type: NATIVE)",1x87x4x128,A D G C,packageName: qti.aisw
,,,,,,,"shape: [1, 87, 4, 128]"
2212,/encoder/tp_encoders.8/self_attn/Reshape_2,Reshape,"/encoder/tp_encoders.8/self_attn/Split_output_2 (data type: Float_32; tensor dimension: [1,87,512]; tensor type: NATIVE)","/encoder/tp_encoders.8/self_attn/Reshape_2_output_0 (data type: Float_32; tensor dimension: [1,87,4,128]; tensor type: NATIVE)",1x87x4x128,A D G C,packageName: qti.aisw
,,,,,,,"shape: [1, 87, 4, 128]"
2213,/encoder/tp_encoders.8/self_attn/Transpose_1,Transpose,"/encoder/tp_encoders.8/self_attn/Reshape_2_output_0 (data type: Float_32; tensor dimension: [1,87,4,128]; tensor type: NATIVE)","/encoder/tp_encoders.8/self_attn/Transpose_1_output_0 (data type: Float_32; tensor dimension: [1,4,87,128]; tensor type: NATIVE)",1x4x87x128,A D G C,packageName: qti.aisw
,,,,,,,"perm: [0, 2, 1, 3]"
2214,/encoder/tp_encoders.8/self_attn/Transpose_2,Transpose,"/encoder/tp_encoders.8/self_attn/Split_output_2 (data type: Float_32; tensor dimension: [1,87,512]; tensor type: NATIVE)","/encoder/tp_encoders.8/self_attn/Transpose_2_output_0 (data type: Float_32; tensor dimension: [1,512,87]; tensor type: NATIVE)",1x512x87,A D G C,packageName: qti.aisw
,,,,,,,"perm: [0, 2, 1]"
2215,/encoder/tp_encoders.8/self_attn/fsmn_block/Conv_reshape_to_2d,Reshape,"/encoder/tp_encoders.8/self_attn/Transpose_2_output_0 (data type: Float_32; tensor dimension: [1,512,87]; tensor type: NATIVE)","/encoder/tp_encoders.8/self_attn/fsmn_block/Conv_reshape_to_2d (data type: Float_32; tensor dimension: [1,512,1,87]; tensor type: NATIVE)",1x512x1x87,A D G C,packageName: qti.aisw
,,,,,,,"shape: [1, 512, 1, 87]"
2216,/encoder/tp_encoders.8/self_attn/fsmn_block/Conv_reshape_to_2d.nhwc,Transpose,"/encoder/tp_encoders.8/self_attn/fsmn_block/Conv_reshape_to_2d (data type: Float_32; tensor dimension: [1,512,1,87]; tensor type: NATIVE)","/encoder/tp_encoders.8/self_attn/fsmn_block/Conv_reshape_to_2d.nhwc (data type: Float_32; tensor dimension: [1,1,87,512]; tensor type: NATIVE)",1x1x87x512,A D G C,packageName: qti.aisw
,,,,,,,"perm: [0, 2, 3, 1]"
2217,/encoder/tp_encoders.8/self_attn/fsmn_block/Conv_2d,DepthWiseConv2d,"/encoder/tp_encoders.8/self_attn/fsmn_block/Conv_reshape_to_2d.nhwc (data type: Float_32; tensor dimension: [1,1,87,512]; tensor type: NATIVE)","/encoder/tp_encoders.8/self_attn/fsmn_block/Conv_intermediate (data type: Float_32; tensor dimension: [1,1,87,512]; tensor type: NATIVE)",1x1x87x512,A D G C,bias_op_name: 
,,,"encoder.tp_encoders.8.self_attn.fsmn_block.weight (data type: Float_32; tensor dimension: [1,11,1,512]; tensor type: STATIC)",,,,"dilation: [1, 1]"
,,,,,,,packageName: qti.aisw
,,,,,,,"pad_amount: [[0, 0], [5, 5]]"
,,,,,,,padding_size_strategy: 5
,,,,,,,"stride: [1, 1]"
2218,/encoder/tp_encoders.8/self_attn/fsmn_block/Conv_intermediate.nchw,Transpose,"/encoder/tp_encoders.8/self_attn/fsmn_block/Conv_intermediate (data type: Float_32; tensor dimension: [1,1,87,512]; tensor type: NATIVE)","/encoder/tp_encoders.8/self_attn/fsmn_block/Conv_intermediate.nchw (data type: Float_32; tensor dimension: [1,512,1,87]; tensor type: NATIVE)",1x512x1x87,A D G C,packageName: qti.aisw
,,,,,,,"perm: [0, 3, 1, 2]"
2219,/encoder/tp_encoders.8/self_attn/fsmn_block/Conv_intermediate,Reshape,"/encoder/tp_encoders.8/self_attn/fsmn_block/Conv_intermediate.nchw (data type: Float_32; tensor dimension: [1,512,1,87]; tensor type: NATIVE)","/encoder/tp_encoders.8/self_attn/fsmn_block/Conv_output_0 (data type: Float_32; tensor dimension: [1,512,87]; tensor type: NATIVE)",1x512x87,A D G C,packageName: qti.aisw
,,,,,,,"shape: [1, 512, 87]"
2220,/encoder/tp_encoders.8/self_attn/Transpose_3,Transpose,"/encoder/tp_encoders.8/self_attn/fsmn_block/Conv_output_0 (data type: Float_32; tensor dimension: [1,512,87]; tensor type: NATIVE)","/encoder/tp_encoders.8/self_attn/Transpose_3_output_0 (data type: Float_32; tensor dimension: [1,87,512]; tensor type: NATIVE)",1x87x512,A D G C,packageName: qti.aisw
,,,,,,,"perm: [0, 2, 1]"
2221,/encoder/tp_encoders.8/self_attn/Add,Eltwise_Binary,"/encoder/tp_encoders.8/self_attn/Transpose_3_output_0 (data type: Float_32; tensor dimension: [1,87,512]; tensor type: NATIVE)","/encoder/tp_encoders.8/self_attn/Add_output_0 (data type: Float_32; tensor dimension: [1,87,512]; tensor type: NATIVE)",1x87x512,A D G C,operation: 0
,,,"/encoder/tp_encoders.8/self_attn/Split_output_2 (data type: Float_32; tensor dimension: [1,87,512]; tensor type: NATIVE)",,,,packageName: qti.aisw
2222,/encoder/tp_encoders.8/self_attn/Mul,Eltwise_Binary,"/encoder/tp_encoders.8/self_attn/Transpose_output_0 (data type: Float_32; tensor dimension: [1,4,87,128]; tensor type: NATIVE)","/encoder/tp_encoders.8/self_attn/Mul_output_0 (data type: Float_32; tensor dimension: [1,4,87,128]; tensor type: NATIVE)",1x4x87x128,A D G C,operation: 13
,,,/encoder/encoders0.0/self_attn/Constant_9_output_0 (data type: Float_32; tensor dimension: [1]; tensor type: STATIC),,,,packageName: qti.aisw
2223,/encoder/tp_encoders.8/self_attn/Transpose_4,Transpose,"/encoder/tp_encoders.8/self_attn/Reshape_1_output_0 (data type: Float_32; tensor dimension: [1,87,4,128]; tensor type: NATIVE)","/encoder/tp_encoders.8/self_attn/Transpose_4_output_0 (data type: Float_32; tensor dimension: [1,4,128,87]; tensor type: NATIVE)",1x4x128x87,A D G C,packageName: qti.aisw
,,,,,,,"perm: [0, 2, 3, 1]"
2224,/encoder/tp_encoders.8/self_attn/MatMul,MatMul,"/encoder/tp_encoders.8/self_attn/Mul_output_0 (data type: Float_32; tensor dimension: [1,4,87,128]; tensor type: NATIVE)","/encoder/tp_encoders.8/self_attn/MatMul_output_0 (data type: Float_32; tensor dimension: [1,4,87,87]; tensor type: NATIVE)",1x4x87x87,A D G C,packageName: qti.aisw
,,,"/encoder/tp_encoders.8/self_attn/Transpose_4_output_0 (data type: Float_32; tensor dimension: [1,4,128,87]; tensor type: NATIVE)",,,,transpose_in0: False
,,,,,,,transpose_in1: False
,,,,,,,MACs per inference: 2k (0.00078%)
2225,/encoder/tp_encoders.8/self_attn/Softmax,Softmax,"/encoder/tp_encoders.8/self_attn/MatMul_output_0 (data type: Float_32; tensor dimension: [1,4,87,87]; tensor type: NATIVE)","/encoder/tp_encoders.8/self_attn/Softmax_output_0 (data type: Float_32; tensor dimension: [1,4,87,87]; tensor type: NATIVE)",1x4x87x87,A D G C,axis: 3
,,,,,,,beta: 1
,,,,,,,packageName: qti.aisw
2226,/encoder/tp_encoders.8/self_attn/MatMul_1,MatMul,"/encoder/tp_encoders.8/self_attn/Softmax_output_0 (data type: Float_32; tensor dimension: [1,4,87,87]; tensor type: NATIVE)","/encoder/tp_encoders.8/self_attn/MatMul_1_output_0 (data type: Float_32; tensor dimension: [1,4,87,128]; tensor type: NATIVE)",1x4x87x128,A D G C,packageName: qti.aisw
,,,"/encoder/tp_encoders.8/self_attn/Transpose_1_output_0 (data type: Float_32; tensor dimension: [1,4,87,128]; tensor type: NATIVE)",,,,transpose_in0: False
,,,,,,,transpose_in1: False
,,,,,,,MACs per inference: 1k (0.00053%)
2227,/encoder/tp_encoders.8/self_attn/Transpose_5,Transpose,"/encoder/tp_encoders.8/self_attn/MatMul_1_output_0 (data type: Float_32; tensor dimension: [1,4,87,128]; tensor type: NATIVE)","/encoder/tp_encoders.8/self_attn/Transpose_5_output_0 (data type: Float_32; tensor dimension: [1,87,4,128]; tensor type: NATIVE)",1x87x4x128,A D G C,packageName: qti.aisw
,,,,,,,"perm: [0, 2, 1, 3]"
2228,/encoder/tp_encoders.8/self_attn/Reshape_3,Reshape,"/encoder/tp_encoders.8/self_attn/Transpose_5_output_0 (data type: Float_32; tensor dimension: [1,87,4,128]; tensor type: NATIVE)","/encoder/tp_encoders.8/self_attn/linear_out/MatMul_pre_reshape (data type: Float_32; tensor dimension: [87,512]; tensor type: NATIVE)",87x512,A D G C,packageName: qti.aisw
,,,,,,,"shape: [87, 512]"
2229,/encoder/tp_encoders.8/self_attn/linear_out/MatMul,FullyConnected,"/encoder/tp_encoders.8/self_attn/linear_out/MatMul_pre_reshape (data type: Float_32; tensor dimension: [87,512]; tensor type: NATIVE)","/encoder/tp_encoders.8/self_attn/linear_out/Add_output_0_fc (data type: Float_32; tensor dimension: [87,512]; tensor type: NATIVE)",87x512,A D G C,bias_op_name: encoder.tp_encoders.8.self_attn.linear_out.bias
,,,"onnx::MatMul_10265 (data type: Float_32; tensor dimension: [512,512]; tensor type: STATIC)",,,,packageName: qti.aisw
,,,encoder.tp_encoders.8.self_attn.linear_out.bias (data type: Float_32; tensor dimension: [512]; tensor type: STATIC),,,,param count: 262k (0.114%)
,,,,,,,MACs per inference: 262k (0.0998%)
2230,/encoder/tp_encoders.8/self_attn/linear_out/MatMul_post_reshape,Reshape,"/encoder/tp_encoders.8/self_attn/linear_out/Add_output_0_fc (data type: Float_32; tensor dimension: [87,512]; tensor type: NATIVE)","/encoder/tp_encoders.8/self_attn/linear_out/Add_output_0 (data type: Float_32; tensor dimension: [1,87,512]; tensor type: NATIVE)",1x87x512,A D G C,packageName: qti.aisw
,,,,,,,"shape: [1, 87, 512]"
2231,/encoder/tp_encoders.8/self_attn/Add_1,Eltwise_Binary,"/encoder/tp_encoders.8/self_attn/linear_out/Add_output_0 (data type: Float_32; tensor dimension: [1,87,512]; tensor type: NATIVE)","/encoder/tp_encoders.8/self_attn/Add_1_output_0 (data type: Float_32; tensor dimension: [1,87,512]; tensor type: NATIVE)",1x87x512,A D G C,operation: 0
,,,"/encoder/tp_encoders.8/self_attn/Add_output_0 (data type: Float_32; tensor dimension: [1,87,512]; tensor type: NATIVE)",,,,packageName: qti.aisw
2232,/encoder/tp_encoders.8/Add,Eltwise_Binary,"/encoder/tp_encoders.7/Add_1_output_0 (data type: Float_32; tensor dimension: [1,87,512]; tensor type: NATIVE)","/encoder/tp_encoders.8/Add_output_0 (data type: Float_32; tensor dimension: [1,87,512]; tensor type: NATIVE)",1x87x512,A D G C,operation: 0
,,,"/encoder/tp_encoders.8/self_attn/Add_1_output_0 (data type: Float_32; tensor dimension: [1,87,512]; tensor type: NATIVE)",,,,packageName: qti.aisw
2233,/encoder/tp_encoders.8/norm2/LayerNormalization,LayerNorm,"/encoder/tp_encoders.8/Add_output_0 (data type: Float_32; tensor dimension: [1,87,512]; tensor type: NATIVE)","/encoder/tp_encoders.8/norm2/LayerNormalization_output_0 (data type: Float_32; tensor dimension: [1,87,512]; tensor type: NATIVE)",1x87x512,A D G C,axes: [2]
,,,onnx::LayerNormalization_10266 (data type: Float_32; tensor dimension: [512]; tensor type: STATIC),,,,epsilon: 1e-05
,,,onnx::LayerNormalization_10267 (data type: Float_32; tensor dimension: [512]; tensor type: STATIC),,,,packageName: qti.aisw
,,,,,,,MACs per inference: 222k (0.0848%)
2234,/encoder/tp_encoders.8/feed_forward/w_1/MatMul_pre_reshape,Reshape,"/encoder/tp_encoders.8/norm2/LayerNormalization_output_0 (data type: Float_32; tensor dimension: [1,87,512]; tensor type: NATIVE)","/encoder/tp_encoders.8/feed_forward/w_1/MatMul_pre_reshape (data type: Float_32; tensor dimension: [87,512]; tensor type: NATIVE)",87x512,A D G C,packageName: qti.aisw
,,,,,,,"shape: [87, 512]"
2235,/encoder/tp_encoders.8/feed_forward/w_1/MatMul,FullyConnected,"/encoder/tp_encoders.8/feed_forward/w_1/MatMul_pre_reshape (data type: Float_32; tensor dimension: [87,512]; tensor type: NATIVE)","/encoder/tp_encoders.8/feed_forward/w_1/Add_output_0_fc (data type: Float_32; tensor dimension: [87,2048]; tensor type: NATIVE)",87x2048,A D G C,bias_op_name: encoder.tp_encoders.8.feed_forward.w_1.bias
,,,"onnx::MatMul_10268 (data type: Float_32; tensor dimension: [2048,512]; tensor type: STATIC)",,,,packageName: qti.aisw
,,,encoder.tp_encoders.8.feed_forward.w_1.bias (data type: Float_32; tensor dimension: [2048]; tensor type: STATIC),,,,param count: 1M (0.454%)
,,,,,,,MACs per inference: 1M (0.399%)
2236,/encoder/tp_encoders.8/feed_forward/w_1/MatMul_post_reshape,Reshape,"/encoder/tp_encoders.8/feed_forward/w_1/Add_output_0_fc (data type: Float_32; tensor dimension: [87,2048]; tensor type: NATIVE)","/encoder/tp_encoders.8/feed_forward/w_1/Add_output_0 (data type: Float_32; tensor dimension: [1,87,2048]; tensor type: NATIVE)",1x87x2048,A D G C,packageName: qti.aisw
,,,,,,,"shape: [1, 87, 2048]"
2237,/encoder/tp_encoders.8/feed_forward/activation/Relu,ElementWiseNeuron,"/encoder/tp_encoders.8/feed_forward/w_1/Add_output_0 (data type: Float_32; tensor dimension: [1,87,2048]; tensor type: NATIVE)","/encoder/tp_encoders.8/feed_forward/activation/Relu_output_0 (data type: Float_32; tensor dimension: [1,87,2048]; tensor type: NATIVE)",1x87x2048,A D G C,operation: 4
,,,,,,,packageName: qti.aisw
2238,/encoder/tp_encoders.8/feed_forward/w_2/MatMul_pre_reshape,Reshape,"/encoder/tp_encoders.8/feed_forward/activation/Relu_output_0 (data type: Float_32; tensor dimension: [1,87,2048]; tensor type: NATIVE)","/encoder/tp_encoders.8/feed_forward/w_2/MatMul_pre_reshape (data type: Float_32; tensor dimension: [87,2048]; tensor type: NATIVE)",87x2048,A D G C,packageName: qti.aisw
,,,,,,,"shape: [87, 2048]"
2239,/encoder/tp_encoders.8/feed_forward/w_2/MatMul,FullyConnected,"/encoder/tp_encoders.8/feed_forward/w_2/MatMul_pre_reshape (data type: Float_32; tensor dimension: [87,2048]; tensor type: NATIVE)","/encoder/tp_encoders.8/feed_forward/w_2/Add_output_0_fc (data type: Float_32; tensor dimension: [87,512]; tensor type: NATIVE)",87x512,A D G C,bias_op_name: encoder.tp_encoders.8.feed_forward.w_2.bias
,,,"onnx::MatMul_10269 (data type: Float_32; tensor dimension: [512,2048]; tensor type: STATIC)",,,,packageName: qti.aisw
,,,encoder.tp_encoders.8.feed_forward.w_2.bias (data type: Float_32; tensor dimension: [512]; tensor type: STATIC),,,,param count: 1M (0.453%)
,,,,,,,MACs per inference: 1M (0.399%)
2240,/encoder/tp_encoders.8/feed_forward/w_2/MatMul_post_reshape,Reshape,"/encoder/tp_encoders.8/feed_forward/w_2/Add_output_0_fc (data type: Float_32; tensor dimension: [87,512]; tensor type: NATIVE)","/encoder/tp_encoders.8/feed_forward/w_2/Add_output_0 (data type: Float_32; tensor dimension: [1,87,512]; tensor type: NATIVE)",1x87x512,A D G C,packageName: qti.aisw
,,,,,,,"shape: [1, 87, 512]"
2241,/encoder/tp_encoders.8/Add_1,Eltwise_Binary,"/encoder/tp_encoders.8/Add_output_0 (data type: Float_32; tensor dimension: [1,87,512]; tensor type: NATIVE)","/encoder/tp_encoders.8/Add_1_output_0 (data type: Float_32; tensor dimension: [1,87,512]; tensor type: NATIVE)",1x87x512,A D G C,operation: 0
